X,Y,objectid,unique_record_id,ga_id,unique_site_id,authority,licence_no,co_located,facility_management_type,facility_infastructure_type,facility_owner,facility_name,state,address,suburb,postcode,operational_status,spatial_confidence,capture_method,gnaf_address_detail_pid,gnaf_formatted_address,gnaf_suburb,gnaf_postcode,gnaf_confidence,gnaf_date_created,gnaf_date_last_modfied,gnaf_date_retired
128.761728,-15.810244,83,WASTWA580,,WA00466,,,,DROP-OFF,E-WASTE DROP-OFF FACILITY,WYNDHAM EAST KIMBERLEY SHIRE COUNCIL,KUNUNURRA LANDFILL,WA,OLD DARWIN ROAD,KUNUNURRA,6743,OPERATIONAL,1,SPATIAL AS RECEIVED – NO GNAF MATCH,,,,,,,,
115.717549,-32.82746,84,WASTWA598,,WA00484,,,,DISPOSAL,LANDFILL – INERT,GT & SM FOALE,COUGAR INERT WASTE SITE,WA,LOT 1001 LAKE CLIFTON ROAD,LAKE CLIFTON,6215,OPERATIONAL,1,SPATIAL AS RECEIVED – NO GNAF MATCH,,,,,,,,
115.350592,-31.039252,85,WASTWA603,,WA00489,DWER WA,,,DISPOSAL,LANDFILL – PUTRESCIBLE,GINGIN SHIRE COUNCIL,LANCELIN WASTE MANAGEMENT FACILITY,WA,LANCELIN ROAD,LANCELIN,6044,OPERATIONAL,1,SPATIAL AS RECEIVED – NO GNAF MATCH,,,,,,,,
114.973565,-30.009717,86,WASTWA627,,WA00507,DWER WA,,,DROP-OFF,TRANSFER STATION,COOROW SHIRE COUNCIL,LEEMAN TRANSFER STATION,WA,INDIAN OCEAN DRIVE,LEEMAN,6514,OPERATIONAL,1,SPATIAL AS RECEIVED – NO GNAF MATCH,,,,,,,,
120.697865,-27.9172419999999,87,WASTWA628,,WA00508,,,,DROP-OFF,SOFT PLASTICS DROP-OFF FACILITY,COLES,COLES SUPERMARKET,WA,LEINSTER SHOPPING CENTRE MANSBRIDGE STREET ,LEINSTER,6437,OPERATIONAL,1,SPATIAL AS RECEIVED – NO GNAF MATCH,,,,,,,,
121.142512,-28.4275059999999,88,WASTWA635,,WA00515,DWER WA,,,DISPOSAL,LANDFILL – NOT CLASSIFIED,ROUND OAK JAGUAR PTY LTD,JAGUAR BASE METALS PROJECT,WA,LEONORA-LEINSTER HIGHWAY ,LEONORA,6438,OPERATIONAL,1,SPATIAL AS RECEIVED – NO GNAF MATCH,,,,,,,,
120.547251,-27.2328909999999,89,WASTWA636,,WA00516,DWER WA,,,DISPOSAL,LANDFILL – NOT CLASSIFIED,SIR SAMUEL MINES NL,SINCLAIR NICKEL PROJECT,WA,OLD AGNEW ROAD,LEONORA,6438,OPERATIONAL,1,SPATIAL AS RECEIVED – NO GNAF MATCH,,,,,,,,
119.735406,-21.1531419999999,90,WASTWA684,,WA00556,,,,DISPOSAL,LANDFILL – PUTRESCIBLE,EAST PILBARA SHIRE COUNCIL,MARBLE BAR REFUSE SITE,WA,GENERAL STREET,MARBLE BAR,6760,OPERATIONAL,1,SPATIAL AS RECEIVED – NO GNAF MATCH,,,,,,,,
122.277695,-29.775209,91,WASTWA706,,WA00578,DWER WA,,,DISPOSAL,LANDFILL – NOT CLASSIFIED,SARACEN GOLD MINES PTY LTD,PORPHYRY GOLD MINE,WA,EDJUDINA PASTORAL STATION,MENZIES,6436,OPERATIONAL,1,SPATIAL AS RECEIVED – NO GNAF MATCH,,,,,,,,
116.635706,-31.6467769999999,92,WASTWA869,,WA00707,DWER WA,,YES,DISPOSAL,LANDFILL – PUTRESCIBLE,NORTHAM SHIRE COUNCIL,OLD QUARRY ROAD WASTE MANAGEMENT FACILITY,WA,LOT 422 OLD QUARRY ROAD,NORTHAM,6401,OPERATIONAL,1,SPATIAL AS RECEIVED – NO GNAF MATCH,,,,,,,,
116.635706,-31.6467769999999,93,WASTWA870,,WA00707,,,YES,RECYCLING,METALS RECOVERY FACILITY,NORTHAM SHIRE COUNCIL,OLD QUARRY ROAD WASTE MANAGEMENT FACILITY,WA,LOT 422 OLD QUARRY ROAD,NORTHAM,6401,OPERATIONAL,1,SPATIAL AS RECEIVED – NO GNAF MATCH,,,,,,,,
116.635706,-31.6467769999999,94,WASTWA871,,WA00707,,,YES,DROP-OFF,E-WASTE DROP-OFF FACILITY,NORTHAM SHIRE COUNCIL,OLD QUARRY ROAD WASTE MANAGEMENT FACILITY,WA,LOT 422 OLD QUARRY ROAD,NORTHAM,6401,OPERATIONAL,1,SPATIAL AS RECEIVED – NO GNAF MATCH,,,,,,,,
116.635706,-31.6467769999999,95,WASTWA872,,WA00707,,,YES,DROP-OFF,TRANSFER STATION,NORTHAM SHIRE COUNCIL,OLD QUARRY ROAD WASTE MANAGEMENT FACILITY,WA,LOT 422 OLD QUARRY ROAD,NORTHAM,6401,OPERATIONAL,1,SPATIAL AS RECEIVED – NO GNAF MATCH,,,,,,,,
116.635706,-31.6467769999999,96,WASTWA873,,WA00707,,,YES,RECYCLING,OTHER RECYCLING FACILITY,NORTHAM SHIRE COUNCIL,OLD QUARRY ROAD WASTE MANAGEMENT FACILITY,WA,LOT 422 OLD QUARRY ROAD,NORTHAM,6401,OPERATIONAL,1,SPATIAL AS RECEIVED – NO GNAF MATCH,,,,,,,,
120.121407,-21.879788,97,WASTWA885,,WA00714,,,,DISPOSAL,LANDFILL – PUTRESCIBLE,EAST PILBARA SHIRE COUNCIL,NULLAGINE REFUSE SITE,WA,MARBLE BAR ROAD,NULLAGINE,6758,OPERATIONAL,1,SPATIAL AS RECEIVED – NO GNAF MATCH,,,,,,,,
116.237782,-22.5770949999999,98,WASTWA908,,WA00735,DWER WA,,,DISPOSAL,LANDFILL – NOT CLASSIFIED,NORTHERN STAR RESOURCES LTD,PAULSENS GOLD PROJECT,WA,NANUTARRA - MUNJINA ROAD,PARABURDOO,6754,OPERATIONAL,1,SPATIAL AS RECEIVED – NO GNAF MATCH,,,,,,,,
114.270784,-28.1994979999999,99,WASTWA956,,WA00767,DWER WA,,YES,DISPOSAL,LANDFILL – INERT,NORTHAMPTON SHIRE COUNCIL,PORT GREGORY WASTE MANAGEMENT FACILITY,WA,PORT GREGORY ROAD,PORT GREGORY,6535,OPERATIONAL,1,SPATIAL AS RECEIVED – NO GNAF MATCH,,,,,,,,
114.270784,-28.1994979999999,100,WASTWA957,,WA00767,,,YES,DROP-OFF,TRANSFER STATION,NORTHAMPTON SHIRE COUNCIL,PORT GREGORY WASTE MANAGEMENT FACILITY,WA,PORT GREGORY ROAD,PORT GREGORY,6535,OPERATIONAL,1,SPATIAL AS RECEIVED – NO GNAF MATCH,,,,,,,,
118.990991,-20.3687009999999,101,WASTWA960,,WA00770,DWER WA,,,DISPOSAL,LANDFILL – INERT,BORAL RESOURCES (WA) LTD,BORAL QUARRIES - TABBA TABBA,WA,GREAT NORTHERN HIGHWAY,PORT HEDLAND,6721,OPERATIONAL,1,SPATIAL AS RECEIVED – NO GNAF MATCH,,,,,,,,
117.399472,-31.9936309999999,102,WASTWA973,,WA00780,DWER WA,,YES,DISPOSAL,LANDFILL – PUTRESCIBLE,QUAIRADING SHIRE COUNCIL,QUAIRADING WASTE & RECYCLING CENTRE,WA,FORREST STREET,QUAIRADING,6383,OPERATIONAL,1,SPATIAL AS RECEIVED – NO GNAF MATCH,,,,,,,,
117.399472,-31.9936309999999,103,WASTWA974,,WA00780,,,YES,DROP-OFF,TRANSFER STATION,QUAIRADING SHIRE COUNCIL,QUAIRADING WASTE & RECYCLING CENTRE,WA,FORREST STREET,QUAIRADING,6383,OPERATIONAL,1,SPATIAL AS RECEIVED – NO GNAF MATCH,,,,,,,,
115.758182,-29.5514429999999,104,WASTWA1060,,WA00844,DWER WA,,,DISPOSAL,LANDFILL – PUTRESCIBLE,THREE SPRINGS SHIRE COUNCIL,THREE SPRINGS LANDFILL,WA,WEST YARRA ROAD,THREE SPRINGS,6519,OPERATIONAL,1,SPATIAL AS RECEIVED – NO GNAF MATCH,,,,,,,,
118.675888,-31.305222,105,WASTWA1165,,WA00933,DWER WA,,,DISPOSAL,LANDFILL – PUTRESCIBLE,WESTONIA SHIRE COUNCIL,WESTONIA LANDFILL,WA,LEACH ROAD,WESTONIA,6423,OPERATIONAL,1,SPATIAL AS RECEIVED – NO GNAF MATCH,,,,,,,,
121.646351,-31.585385,106,WASTWA1170,,WA00938,DWER WA,,,DISPOSAL,LANDFILL – NOT CLASSIFIED,MINCOR OPERATION PTY LTD,MIITEL AND MARINERS MINES,WA,NORSEMAN COOLGARDIE HIGHWAY,WIDGIEMOOLTHA,6443,OPERATIONAL,1,SPATIAL AS RECEIVED – NO GNAF MATCH,,,,,,,,
116.358242,-31.8055869999999,107,WASTWA1192,,WA00954,DWER WA,,,NOT CLASSIFIED,OTHER WASTE FACILITY,SKANK BOY PTY LTD,EL CABALLO GOLF COURSE,WA,LOT 88 GREAT EASTERN HIGHWAY,WOOROLOO,6558,OPERATIONAL,1,SPATIAL AS RECEIVED – NO GNAF MATCH,,,,,,,,
128.115628,-15.441163,108,WASTWA1202,,WA00961,DWER WA,,,DISPOSAL,LANDFILL – NOT CLASSIFIED,KIMBERLEY METALS GROUP PTY LTD,RIDGES IRON ORE PROJECT BARGE LOADING FACILITY,WA,BARYTES ROAD,WYNDHAM,6740,OPERATIONAL,1,SPATIAL AS RECEIVED – NO GNAF MATCH,,,,,,,,
116.374136,-28.6632129999999,109,WASTWA1209,,WA00968,DWER WA,,,DISPOSAL,LANDFILL – NOT CLASSIFIED,SILVER LAKE (DEFLECTOR) PTY LTD,GULLEWA GOLD-COPPER OPERATIONS,WA,MORAWA - YALGOO ROAD  ,YALGOO,6635,OPERATIONAL,1,SPATIAL AS RECEIVED – NO GNAF MATCH,,,,,,,,
117.660975,-31.161391,110,WASTWA1217,,WA00976,DWER WA,,,DISPOSAL,LANDFILL – PUTRESCIBLE,TRAYNING SHIRE COUNCIL,YELBENI LANDFILL,WA,SHERINZINGER ROAD,YELBENI,6487,OPERATIONAL,1,SPATIAL AS RECEIVED – NO GNAF MATCH,,,,,,,,
149.0597345,-35.2407345,111,WASTACT4,,ACT00004,,,YES,RECYCLING,METALS RECOVERY FACILITY,ACT GOVERNMENT,BELCONNEN RECYCLING DROP OFF CENTRE,ACT,JOLLY STREET,BELCONNEN,2617,OPERATIONAL,1,SPATIAL AS RECEIVED – NO GNAF MATCH,,,,,,,,
149.0597345,-35.2407345,112,WASTACT5,,ACT00004,,,YES,RECYCLING,ORGANICS RECYCLING FACILITY,ACT GOVERNMENT,BELCONNEN RECYCLING DROP OFF CENTRE,ACT,JOLLY STREET,BELCONNEN,2617,OPERATIONAL,1,SPATIAL AS RECEIVED – NO GNAF MATCH,,,,,,,,
149.1475337,-35.395755,113,WASTACT38,,ACT00036,,,,RECYCLING,MATERIALS RECOVERY FACILITY (MRF),RE.GROUP,RE.GROUP,ACT,1 RECYCLING LOOP,ACT REMAINDER - JERRABOMBERRA,2620,OPERATIONAL,1,SPATIAL AS RECEIVED – NO GNAF MATCH,,,,,,,,
149.142229,-35.2172449999999,114,WASTACT54,,ACT00050,,,,DROP-OFF,TRANSFER STATION,ACT GOVERNMENT,MITCHELL RECYCLING DROP OFF CENTRE,ACT,22-24 BALLIEAU CIRCUIT,MITCHELL,2911,OPERATIONAL,1,SPATIAL AS RECEIVED – NO GNAF MATCH,,,,,,,,
149.0888075,-35.350559,115,WASTACT61,,ACT00056,,,,DROP-OFF,TRANSFER STATION,ACT GOVERNMENT,PHILIP RECYCLING DROP OFF CENTRE,ACT,BOTANY STREET,PHILLIP,2606,OPERATIONAL,1,SPATIAL AS RECEIVED – NO GNAF MATCH,,,,,,,,
149.200581,-35.3213572,116,WASTACT64,,ACT00059,,,,RECYCLING,C&D WASTE RECYCLING FACILITY,CANBERRA CONCRETE RECYCLING PTY LTD,CANBERRA CONCRETE RECYCLING,ACT,PIALLIGO AVENUE,PIALLIGO,2609,OPERATIONAL,1,SPATIAL AS RECEIVED – NO GNAF MATCH,,,,,,,,
149.070527,-35.4244184999999,117,WASTACT72,,ACT00063,,,,DROP-OFF,TRANSFER STATION,ACT GOVERNMENT,TUGGERANONG RECYCLING DROP OFF CENTRE,ACT,SCOLLAY STREET,GREENWAY,2900,OPERATIONAL,1,SPATIAL AS RECEIVED – NO GNAF MATCH,,,,,,,,
148.7580765,-36.0007259999999,118,WASTNSW3,,NSW00003,,,,DROP-OFF,TRANSFER STATION,SNOWY MONARO REGIONAL COUNCIL,ADAMINABY TRANSFER STATION,NSW,OLD ADAMINABY ROAD,ADAMINABY,2629,OPERATIONAL,1,SPATIAL AS RECEIVED – NO GNAF MATCH,,,,,,,,
148.052383,-35.2924164999999,119,WASTNSW4,,NSW00004,,,,DROP-OFF,TRANSFER STATION,SNOWY VALLEYS COUNCIL,ADELONG TRANSFER STATION,NSW,GRAHAMS TOWN ROAD,ADELONG,2729,OPERATIONAL,1,SPATIAL AS RECEIVED – NO GNAF MATCH,,,,,,,,
147.506555,-32.3512529999999,120,WASTNSW5,,NSW00005,,,,DISPOSAL,LANDFILL – PUTRESCIBLE,LACHLAN SHIRE COUNCIL,ALBERT LANDFILL,NSW,,ALBERT,2873,OPERATIONAL,1,SPATIAL AS RECEIVED – NO GNAF MATCH,,,,,,,,
148.24729,-32.934785,121,WASTNSW12,,NSW00012,,,,DISPOSAL,LANDFILL – PUTRESCIBLE,PARKES SHIRE COUNCIL,ALECTOWN LANDFILL,NSW,CROSS STREET,ALECTOWN,2870,OPERATIONAL,1,SPATIAL AS RECEIVED – NO GNAF MATCH,,,,,,,,
147.903733,-29.103015,122,WASTNSW20,,NSW00020,,,,DISPOSAL,LANDFILL – PUTRESCIBLE,BREWARRINA SHIRE COUNCIL,NEW ANGLEDOOL WASTE DEPOT,NSW,LOTS 5 & 6 CHALMER STREET,ANGLEDOOL,2834,OPERATIONAL,1,SPATIAL AS RECEIVED – NO GNAF MATCH,,,,,,,,
149.799182,-35.623623,123,WASTNSW22,,NSW00022,,,YES,DROP-OFF,TRANSFER STATION,QUEABEYAN-PALERANG COUNCIL,ARALUEN WASTE FACILITY,NSW,DIRTY BUTTER CREEK ROAD,ARALUEN,2622,OPERATIONAL,1,SPATIAL AS RECEIVED – NO GNAF MATCH,,,,,,,,
149.799182,-35.623623,124,WASTNSW23,,NSW00022,,,YES,RECYCLING,ORGANICS RECYCLING FACILITY,QUEABEYAN-PALERANG COUNCIL,ARALUEN WASTE FACILITY,NSW,DIRTY BUTTER CREEK ROAD,ARALUEN,2622,OPERATIONAL,1,SPATIAL AS RECEIVED – NO GNAF MATCH,,,,,,,,
146.893076,-34.381005,125,WASTNSW24,,NSW00023,EPA NSW,276,,DISPOSAL,LANDFILL – PUTRESCIBLE,COOLAMON SHIRE COUNCIL,ARDLETHAN LANDFILL,NSW,NEWELL HIGHWAY,ARDLETHAN,2665,OPERATIONAL,1,SPATIAL AS RECEIVED – NO GNAF MATCH,,,,,,,,
147.19918,-34.3639939999999,126,WASTNSW25,,NSW00024,EPA NSW,428,,DISPOSAL,LANDFILL – PUTRESCIBLE,TEMORA SHIRE COUNCIL,ARIAH PARK LANDFILL,NSW,GARBAGE TIP ROAD,ARIAH PARK,2665,OPERATIONAL,1,SPATIAL AS RECEIVED – NO GNAF MATCH,,,,,,,,
151.685996,-30.540244,127,WASTNSW26,,NSW00025,EPA NSW,5860,YES,DISPOSAL,LANDFILL – PUTRESCIBLE,ARMIDALE REGIONAL COUNCIL,ARMIDALE WASTE MANAGEMENT FACILITY,NSW,108 LONG SWAMP ROAD,ARMIDALE,2350,OPERATIONAL,1,SPATIAL AS RECEIVED – NO GNAF MATCH,,,,,,,,
151.685996,-30.540244,128,WASTNSW27,,NSW00025,EPA NSW,5860,YES,DROP-OFF,TRANSFER STATION,ARMIDALE REGIONAL COUNCIL,ARMIDALE WASTE MANAGEMENT FACILITY,NSW,108 LONG SWAMP ROAD,ARMIDALE,2350,OPERATIONAL,1,SPATIAL AS RECEIVED – NO GNAF MATCH,,,,,,,,
151.685996,-30.540244,129,WASTNSW28,,NSW00025,,,YES,DROP-OFF,CONTAINER DEPOSIT SCHEME DROP-OFF FACILITY,ARMIDALE REGIONAL COUNCIL,ARMIDALE WASTE MANAGEMENT FACILITY,NSW,108 LONG SWAMP ROAD,ARMIDALE,2350,OPERATIONAL,1,SPATIAL AS RECEIVED – NO GNAF MATCH,,,,,,,,
151.685996,-30.540244,130,WASTNSW29,,NSW00025,,,YES,REUSE,REUSE SHOP,ARMIDALE REGIONAL COUNCIL,ARMIDALE WASTE MANAGEMENT FACILITY,NSW,108 LONG SWAMP ROAD,ARMIDALE,2350,OPERATIONAL,1,SPATIAL AS RECEIVED – NO GNAF MATCH,,,,,,,,
151.685996,-30.540244,131,WASTNSW30,,NSW00025,,,YES,RECYCLING,MATERIALS RECOVERY FACILITY (MRF),ARMIDALE REGIONAL COUNCIL,ARMIDALE WASTE MANAGEMENT FACILITY,NSW,108 LONG SWAMP ROAD,ARMIDALE,2350,OPERATIONAL,1,SPATIAL AS RECEIVED – NO GNAF MATCH,,,,,,,,
151.685996,-30.540244,132,WASTNSW31,,NSW00025,,,YES,RECYCLING,METALS RECOVERY FACILITY,ARMIDALE REGIONAL COUNCIL,ARMIDALE WASTE MANAGEMENT FACILITY,NSW,108 LONG SWAMP ROAD,ARMIDALE,2350,OPERATIONAL,1,SPATIAL AS RECEIVED – NO GNAF MATCH,,,,,,,,
151.685996,-30.540244,133,WASTNSW32,,NSW00025,,,YES,RECYCLING,PLASTICS RECOVERY FACILITY,ARMIDALE REGIONAL COUNCIL,ARMIDALE WASTE MANAGEMENT FACILITY,NSW,108 LONG SWAMP ROAD,ARMIDALE,2350,OPERATIONAL,1,SPATIAL AS RECEIVED – NO GNAF MATCH,,,,,,,,
151.685996,-30.540244,134,WASTNSW33,,NSW00025,EPA NSW,5860,YES,RECYCLING,ORGANICS RECYCLING FACILITY,ARMIDALE REGIONAL COUNCIL,ARMIDALE WASTE MANAGEMENT FACILITY,NSW,108 LONG SWAMP ROAD,ARMIDALE,2350,OPERATIONAL,1,SPATIAL AS RECEIVED – NO GNAF MATCH,,,,,,,,
151.6829012,-30.5386683999999,135,WASTNSW37,,NSW00028,,,,RECYCLING,MATERIALS RECOVERY FACILITY (MRF),ARMIDALE RECYCLING SERVICES PTY LTD,ARMIDALE MRF,NSW,LONG SWAMP ROAD,ARMIDALE,2350,OPERATIONAL,1,SPATIAL AS RECEIVED – NO GNAF MATCH,,,,,,,,
151.0273787,-33.8355984999999,136,WASTNSW57,,NSW00045,EPA NSW,10935,,DROP-OFF,TRANSFER STATION,BINGO INDUSTRIES,BINGO AUBURN,NSW,3-5 DUCK STREET,AUBURN,2144,OPERATIONAL,1,SPATIAL AS RECEIVED – NO GNAF MATCH,,,,,,,,
151.058658,-33.8437021899999,137,WASTNSW59,,NSW00047,,,YES,DROP-OFF,E-WASTE DROP-OFF FACILITY,SUEZ AUSTRALIA PTY LTD,SUEZ AUBURN TRANSFER STATION,NSW,OLD HILL LINK,SYDNEY OLYMPIC PARK,2141,OPERATIONAL,1,SPATIAL AS RECEIVED – NO GNAF MATCH,,,,,,,,
151.058658,-33.8437021899999,138,WASTNSW60,,NSW00047,EPA NSW,4547,YES,DROP-OFF,TRANSFER STATION,SUEZ AUSTRALIA PTY LTD,SUEZ AUBURN TRANSFER STATION,NSW,OLD HILL LINK,SYDNEY OLYMPIC PARK,2141,OPERATIONAL,1,SPATIAL AS RECEIVED – NO GNAF MATCH,,,,,,,,
150.7328813,-34.51811064,139,WASTNSW63,,NSW00050,EPA NSW,10997,,DISPOSAL,LANDFILL – PUTRESCIBLE,HTT HUNTLEY HERITAGE PTY LTD,HUNTLEY COLLIERY,NSW,LOT 2 AVONDALE ROAD,AVONDALE,2530,OPERATIONAL,1,SPATIAL AS RECEIVED – NO GNAF MATCH,,,,,,,,
150.7323406,-33.9028782,140,WASTNSW73,,NSW00055,EPA NSW,20498,,NOT CLASSIFIED,OTHER WASTE FACILITY,ELFORD GROUP PTY LTD,BADGERYS CREEK QUARRY,NSW,320-400 BADGERYS CREEK ROAD,BADGERYS CREEK,2555,OPERATIONAL,1,SPATIAL AS RECEIVED – NO GNAF MATCH,,,,,,,,
148.917435,-32.193709,141,WASTNSW78,,NSW00060,,,,DROP-OFF,TRANSFER STATION,DUBBO REGIONAL COUNCIL,BALLIMORE RURAL TRANSFER STATION,NSW,LOT 124 GOLDEN HIGHWAY,BALLIMORE,2830,OPERATIONAL,1,SPATIAL AS RECEIVED – NO GNAF MATCH,,,,,,,,
153.544128,-28.856456,142,WASTNSW85,,NSW00066,,,,NOT CLASSIFIED,OTHER WASTE FACILITY,SOLO WASTE AUSTRALIA PTY LTD,SOLO WASTE AUST. PTY LTD,NSW,FISHERY CREEK ROAD,BALLINA,2478,OPERATIONAL,1,SPATIAL AS RECEIVED – NO GNAF MATCH,,,,,,,,
143.568541,-34.6048704999999,143,WASTNSW87,,NSW00068,EPA NSW,210,,DISPOSAL,LANDFILL – PUTRESCIBLE,BALRANALD SHIRE COUNCIL,BALRANALD LANDFILL,NSW,IVANHOE ROAD,BALRANALD,2715,OPERATIONAL,1,SPATIAL AS RECEIVED – NO GNAF MATCH,,,,,,,,
149.048,-30.9589999999999,144,WASTNSW95,,NSW00076,,,,DROP-OFF,TRANSFER STATION,WARRUMBUNGLE SHIRE COUNCIL,BARADINE TRANSFER STATION,NSW,,BARADINE,2396,OPERATIONAL,1,SPATIAL AS RECEIVED – NO GNAF MATCH,,,,,,,,
146.5860172,-34.2823202399999,145,WASTNSW96,,NSW00077,EPA NSW,393,,DISPOSAL,LANDFILL – PUTRESCIBLE,NARRANDERA SHIRE COUNCIL,BARELLAN LANDFILL,NSW,BURLEY GRIFFIN WAY,BARELLAN,2665,OPERATIONAL,1,SPATIAL AS RECEIVED – NO GNAF MATCH,,,,,,,,
147.383868,-34.1561555,146,WASTNSW104,,NSW00080,EPA NSW,13229,,RECYCLING,METALS RECOVERY FACILITY,ACCESS TRADING CO PTY LTD,ACCESS RECYCLING,NSW,1 MANDAMAH ROAD,BARMEDMAN,2668,OPERATIONAL,1,SPATIAL AS RECEIVED – NO GNAF MATCH,,,,,,,,
146.584191,-33.375377,147,WASTNSW105,,NSW00081,,,,DISPOSAL,LANDFILL – PUTRESCIBLE,BLAND SHIRE COUNCIL,BARMEDMAN LANDFILL,NSW,CAMP STREET,TULLIBIGEAL,2669,OPERATIONAL,1,SPATIAL AS RECEIVED – NO GNAF MATCH,,,,,,,,
145.712485,-29.014939,148,WASTNSW107,,NSW00083,EPA NSW,234,,DISPOSAL,LANDFILL – PUTRESCIBLE,BOURKE SHIRE COUNCIL,BARRINGUN WASTE DEPOT,NSW,MANTON STREET,ENNGONIA,2840,OPERATIONAL,1,SPATIAL AS RECEIVED – NO GNAF MATCH,,,,,,,,
148.1616699,-35.53348922,149,WASTNSW122,,NSW00096,EPA NSW,438,,DROP-OFF,TRANSFER STATION,SNOWY VALLEYS COUNCIL,BATLOW TRANSFER STATION,NSW,FOREST ROAD,BATLOW,2730,OPERATIONAL,1,SPATIAL AS RECEIVED – NO GNAF MATCH,,,,,,,,
146.981109,-34.313636,150,WASTNSW127,,NSW00101,EPA NSW,277,,DISPOSAL,LANDFILL – PUTRESCIBLE,COOLAMON SHIRE COUNCIL,BECKOM LANDFILL,NSW,MIRROOL ROAD,BECKOM,2665,OPERATIONAL,1,SPATIAL AS RECEIVED – NO GNAF MATCH,,,,,,,,
152.50245,-30.813055,151,WASTNSW135,,NSW00109,,,,DROP-OFF,TRANSFER STATION,KEMPSEY SHIRE COUNCIL,BELLBROOK WASTE TRANSFER STATION,NSW,ARMIDALE ROAD,BELLBROOK,2440,OPERATIONAL,1,SPATIAL AS RECEIVED – NO GNAF MATCH,,,,,,,,
152.8911015,-30.4591649999999,152,WASTNSW136,,NSW00110,,,,DROP-OFF,TRANSFER STATION,BELLINGEN SHIRE COUNCIL,BELLINGEN TRANSFER STATION,NSW,BOWRAVILLE ROAD,BELLINGEN,2454,OPERATIONAL,1,SPATIAL AS RECEIVED – NO GNAF MATCH,,,,,,,,
151.193079,-33.710349,153,WASTNSW142,,NSW00116,EPA NSW,4669,,DISPOSAL,LANDFILL – PUTRESCIBLE,SR GREENWOOD,GREENWOOD LANDFILL,NSW,9994 MONA VALE ROAD,BELROSE,2085,OPERATIONAL,1,SPATIAL AS RECEIVED – NO GNAF MATCH,,,,,,,,
151.2106513,-33.7173538,154,WASTNSW143,,NSW00117,EPA NSW,4504,,RECYCLING,C&D WASTE RECYCLING FACILITY,WARRINGAH GRAVEL & STONE SUPPLIES PTY LTD,WARRINGAH GRAVEL & STONE SUPPLIES,NSW,CHALLENGER DRIVE,BELROSE,2085,OPERATIONAL,1,SPATIAL AS RECEIVED – NO GNAF MATCH,,,,,,,,
151.2113576,-33.7151130299999,155,WASTNSW144,,NSW00118,EPA NSW,13312,YES,DROP-OFF,TRANSFER STATION,SUEZ AUSTRALIA PTY LTD,BELROSE RESOURCE RECOVERY CENTRE,NSW,CROZIER ROAD,BELROSE,2085,OPERATIONAL,1,SPATIAL AS RECEIVED – NO GNAF MATCH,,,,,,,,
151.2113576,-33.7151130299999,156,WASTNSW145,,NSW00118,,,YES,DROP-OFF,E-WASTE DROP-OFF FACILITY,SUEZ AUSTRALIA PTY LTD,BELROSE RESOURCE RECOVERY CENTRE,NSW,CROZIER ROAD,BELROSE,2085,OPERATIONAL,1,SPATIAL AS RECEIVED – NO GNAF MATCH,,,,,,,,
151.2113576,-33.7151130299999,157,WASTNSW146,,NSW00119,,,,DROP-OFF,TRANSFER STATION,SUEZ AUSTRALIA PTY LTD,SUEZ BELROSE RESOURCE RECOVERY CENTRE,NSW,CROZIER ROAD,BELROSE,2085,OPERATIONAL,1,SPATIAL AS RECEIVED – NO GNAF MATCH,,,,,,,,
151.6573126,-30.0323256899999,158,WASTNSW149,,NSW00121,EPA NSW,325,,DROP-OFF,TRANSFER STATION,ARMIDALE REGIONAL COUNCIL,BEN LOMOND TRANSFER STATION,NSW,WANDSWORTH ROAD,BEN LOMOND,2365,OPERATIONAL,1,SPATIAL AS RECEIVED – NO GNAF MATCH,,,,,,,,
145.7950339,-34.5125607099999,159,WASTNSW153,,NSW00125,EPA NSW,13175,,NOT CLASSIFIED,OTHER WASTE FACILITY,GARRY CULLEN SAND & SOIL PTY LTD,BENEREMBAH SAND PIT,NSW,BARBER ROAD,BENEREMBAH,2680,OPERATIONAL,1,SPATIAL AS RECEIVED – NO GNAF MATCH,,,,,,,,
151.4219117,-33.3277667,160,WASTNSW158,,NSW00130,EPA NSW,20642,,RECYCLING,C&D WASTE RECYCLING FACILITY,EBH ENVIRONMENTAL SERVICES PTY LTD,EBH ENVIRONMENTAL BERKELEY VALE,NSW,13 CRAFTMAN AVENUE,BERKELEY VALE,2261,OPERATIONAL,1,SPATIAL AS RECEIVED – NO GNAF MATCH,,,,,,,,
150.7973324,-33.6721436,161,WASTNSW160,,NSW00132,EPA NSW,5190,,RECYCLING,ORGANICS RECYCLING FACILITY,EVERGREEN GARDEN CARE AUSTRALIA PTY LTD,SCOTTS AUSTRALIA,NSW,62 ST MARYS ROAD,BERKSHIRE PARK,2765,OPERATIONAL,1,SPATIAL AS RECEIVED – NO GNAF MATCH,,,,,,,,
150.77136,-33.6593559999999,162,WASTNSW161,,NSW00133,EPA NSW,4601,,DISPOSAL,LANDFILL – PUTRESCIBLE,WASTE ASSETS MANAGEMENT CORPORATION,CASTLEREAGH WASTE MANAGEMENT CENTRE,NSW,THE NORTHERN ROAD,BERKSHIRE PARK,2765,OPERATIONAL,1,SPATIAL AS RECEIVED – NO GNAF MATCH,,,,,,,,
